Index,NO,NO2,NOx,NH3,CO,SO2,class
11875,4.19,28.77,21.61,34.0,0.58,8.05,1
12517,6.73,20.47,16.11,16.86,1.09,5.19,0
1293,8.85,8.96,16.41,10.13,0.48,2.96,0
8851,7.42,12.26,6.26,5.71,0.14,3.67,0
7245,49.0,52.45,72.14,56.06,1.57,15.49,2
7415,15.67,37.39,34.44,30.64,1.16,12.87,1
12227,10.34,26.3,13.22,27.99,1.38,4.58,1
831,2.65,9.42,7.16,10.82,0.57,19.49,0
11561,56.32,59.52,115.46,29.07,1.22,13.39,4
8093,6.27,5.97,16.7,1.64,0.48,13.16,0
3460,2.23,20.25,12.67,11.22,0.46,11.88,0
5936,32.23,44.61,55.13,83.96,11.26,7.77,2
4006,7.09,5.24,10.44,23.64,1.95,9.55,0
6760,135.99,84.21,38.66,56.89,0.89,37.55,4
12621,17.04,10.49,26.48,10.02,0.43,7.62,0
2986,5.89,18.61,21.1,8.4,0.7,4.98,0
2868,41.22,47.25,71.78,17.42,1.44,6.25,2
14540,10.09,17.41,17.46,12.84,1.01,9.3,0
185,4.17,13.54,10.69,9.77,0.65,10.35,0
5351,10.49,23.1,32.54,83.85,0.82,15.7,3
1876,5.72,21.21,21.4,19.08,1.55,4.55,0
974,16.37,33.5,48.87,13.41,0.53,2.63,1
12898,19.66,6.68,28.03,5.42,0.36,14.49,0
12844,21.05,19.07,40.01,17.49,0.43,17.17,1
12015,10.34,53.21,35.55,49.3,1.15,10.34,1
10981,3.76,41.89,45.64,3.78,1.07,1.45,1
12358,12.64,21.23,21.39,40.43,1.12,4.52,1
7782,2.07,3.5,5.31,3.44,1.52,3.5,0
5237,9.19,21.43,16.19,26.72,0.84,5.91,0
9612,3.63,15.41,10.45,9.86,0.46,5.78,0
13487,4.08,18.35,18.4,6.07,1.38,24.38,0
6899,28.91,38.17,57.6,44.28,1.43,7.99,2
6420,18.12,37.74,55.24,42.47,1.59,11.23,1
12010,27.57,49.83,48.84,49.16,1.58,6.08,2
3123,10.09,28.0,34.06,16.75,0.84,6.37,1
1797,6.79,17.6,14.32,54.9,1.47,2.63,1
1314,22.98,11.54,31.46,12.7,0.47,6.96,0
5532,5.65,11.22,16.86,1.84,0.97,5.85,0
796,2.36,14.25,9.51,18.78,0.53,17.68,0
9745,7.03,26.88,19.45,13.54,0.61,5.01,0
6440,21.67,47.24,67.91,42.46,2.22,8.51,2
9573,2.12,17.24,10.7,11.45,0.32,5.75,0
2939,14.27,32.51,36.02,17.39,1.19,4.17,1
8337,4.89,3.91,8.09,7.41,1.31,9.92,0
12062,53.07,62.52,75.26,42.06,2.25,6.98,2
4174,40.59,3.5,43.41,13.55,0.3,5.02,0
4720,6.24,15.85,20.5,186.57,1.4,6.6,3
9938,8.64,22.51,28.69,12.62,0.68,5.15,0
5064,17.04,20.65,20.98,125.32,1.23,19.38,3
2425,17.16,33.19,0.0,27.12,1.35,4.29,0
12050,102.18,83.37,124.82,60.66,2.58,10.39,4
5359,10.83,13.34,24.03,88.05,0.79,15.54,3
6334,67.6,77.89,131.48,38.99,2.2,30.74,4
11035,7.9,22.91,30.81,9.12,1.16,3.35,0
4555,19.0,21.32,26.22,58.98,1.45,10.99,1
3109,11.18,26.32,27.98,18.0,0.99,5.46,1
13036,1.31,3.52,1.3,3.63,0.23,5.76,0
13859,1.94,10.86,7.23,10.6,1.42,4.14,0
8820,4.73,48.49,12.84,22.07,0.11,10.89,1
7010,17.3,44.14,44.55,45.08,0.85,13.61,1
4233,17.27,11.43,20.99,22.6,1.01,8.21,0
3527,19.16,27.13,46.29,9.47,3.96,12.02,1
11420,40.06,30.4,70.28,9.34,1.07,4.31,2
14326,2.7,5.62,3.22,2.97,0.86,1.02,0
2053,1.69,7.3,4.9,17.98,0.49,2.55,0
14438,1.08,3.29,1.97,1.89,0.51,0.71,0
7994,4.68,15.51,24.31,6.04,0.61,10.6,0
3377,3.82,36.54,22.65,22.46,0.88,10.42,1
14623,9.95,23.63,20.62,12.64,1.02,11.91,0
12121,53.57,59.33,73.63,43.74,1.95,10.4,2
2466,16.73,30.59,0.0,24.2,0.68,4.77,0
8992,10.16,39.12,25.68,12.97,0.59,16.53,1
9054,7.01,53.36,33.57,22.15,1.03,12.71,1
4900,4.0,10.44,10.55,115.39,1.48,4.09,3
4458,12.1,13.43,13.11,98.16,4.52,11.51,3
12350,7.22,20.5,16.71,2.06,1.09,3.94,0
2821,7.41,36.98,33.38,17.08,0.94,5.07,1
6690,17.82,27.78,11.86,21.02,0.24,19.33,0
10409,12.34,38.24,40.99,36.83,0.89,8.98,1
8858,7.7,11.63,5.34,3.92,0.09,5.31,0
1899,20.35,55.38,42.2,36.34,1.62,5.47,1
2967,7.85,18.09,23.77,12.54,0.64,8.44,0
9084,14.25,55.81,38.89,35.08,0.87,13.92,1
5949,11.34,20.95,26.65,23.22,13.61,6.98,1
5898,17.21,37.84,42.46,134.97,9.44,3.66,3
6350,24.61,52.54,64.76,32.31,1.4,31.06,2
3291,16.08,37.81,33.18,44.14,1.38,8.95,1
5358,9.47,14.37,23.55,84.08,0.87,7.7,3
10913,80.06,3.26,66.15,3.33,0.91,16.58,2
9183,4.4,37.25,23.1,19.61,0.69,8.04,1
5706,16.89,18.36,34.75,16.17,1.34,13.94,1
710,2.5,15.42,10.32,11.54,1.04,15.4,0
3152,11.19,25.62,27.99,12.62,0.91,7.0,0
8075,7.87,9.07,22.66,2.7,0.48,12.0,0
318,6.66,16.04,14.03,17.73,0.95,9.76,0
4522,35.23,36.72,6.91,10.85,10.92,1.23,0
4488,26.85,30.32,14.48,11.76,1.38,8.86,0
1500,17.71,11.96,28.12,11.84,0.72,14.65,0
14557,8.0,21.04,17.66,10.57,1.34,9.09,0
3865,14.83,23.94,32.68,37.9,3.01,7.73,1
2429,9.88,30.53,0.0,26.72,0.59,4.73,0
4232,36.29,19.43,43.39,40.84,1.29,9.28,1
4129,12.49,21.69,23.91,43.41,0.89,4.05,1
3166,6.4,28.46,27.79,12.91,1.03,8.04,0
11122,31.67,57.04,57.19,32.24,0.5,5.67,2
2417,13.31,30.3,0.0,26.36,0.67,5.41,0
2614,5.69,13.9,13.51,42.98,0.93,4.78,1
5654,9.12,18.79,26.79,41.25,0.93,6.84,1
2174,13.39,34.8,6.17,38.42,0.55,4.92,1
11032,9.15,39.21,47.77,16.55,1.44,2.74,1
9354,5.82,39.76,25.0,9.87,0.58,5.76,1
11104,85.43,63.38,146.49,44.97,1.09,10.51,4
12421,40.71,71.21,70.5,30.11,0.95,15.7,2
531,3.77,7.21,6.99,5.55,0.64,10.24,0
10739,14.49,46.1,49.44,30.49,0.85,14.24,1
4063,11.81,11.63,19.06,31.81,0.88,13.21,0
12086,107.42,78.56,127.24,65.39,1.26,16.56,4
7696,9.91,17.18,17.72,22.22,0.6,10.84,0
4290,6.6,13.63,12.1,35.98,0.64,8.39,0
1754,3.82,9.48,7.7,9.15,16.46,10.54,0
8384,5.31,10.07,13.74,8.94,0.93,9.1,0
13944,1.72,16.65,10.22,5.18,1.18,5.59,0
3620,4.61,13.41,18.01,5.25,3.15,12.5,0
14420,1.0,3.39,1.92,1.69,0.56,0.89,0
3111,31.44,41.5,61.74,20.46,1.48,6.15,2
6192,30.2,49.25,75.03,26.14,1.74,21.2,2
6361,30.63,42.35,61.61,21.22,1.04,13.34,2
12027,12.0,50.08,35.72,34.78,1.2,5.09,1
2720,18.56,34.32,47.59,14.9,0.81,6.48,1
8774,9.17,34.02,9.63,14.48,0.15,7.24,0
7700,11.05,24.37,22.68,26.41,0.81,15.59,1
3741,15.63,24.57,41.39,14.29,0.7,13.28,1
12665,14.4,12.67,26.77,9.16,0.57,12.02,0
3607,5.4,18.31,23.7,10.42,3.3,13.13,0
8300,4.1,5.59,5.78,25.38,0.45,16.91,0
2956,6.5,23.54,24.12,12.08,0.9,4.71,0
8933,7.95,15.66,6.21,5.51,0.09,3.32,0
2904,9.95,36.1,33.74,18.23,0.95,5.41,1
6219,123.99,105.29,164.08,74.83,3.49,24.92,4
11548,48.81,70.05,118.95,33.49,0.96,13.14,4
4643,7.88,13.55,17.72,33.69,1.48,11.86,0
13595,25.27,7.28,32.35,7.48,2.11,40.14,0
3118,7.02,26.07,27.22,16.45,1.0,6.13,0
6176,87.94,51.83,116.75,30.83,2.02,12.01,4
2820,7.81,34.15,32.16,14.87,1.02,5.35,1
11022,3.16,17.18,20.35,9.94,1.11,2.93,0
698,4.62,20.7,14.85,10.74,0.68,17.89,0
9907,18.42,22.34,40.95,42.12,0.8,9.12,1
12750,25.44,33.4,58.85,18.28,0.93,14.4,2
10131,20.06,44.26,50.55,33.24,1.03,12.22,1
6851,60.14,70.14,9.06,57.73,1.77,24.22,1
11440,49.12,54.98,104.08,17.99,1.33,9.44,2
2169,8.27,44.78,18.86,40.67,1.16,4.9,1
5053,9.6,14.95,13.17,188.29,0.0,8.23,3
8670,10.0,67.81,13.49,34.35,0.34,49.63,1
289,9.45,24.83,20.98,18.71,0.54,6.69,0
2231,2.34,20.7,0.0,17.07,0.2,4.32,0
2383,4.85,30.17,0.0,23.64,0.85,3.86,0
6696,80.86,51.65,41.4,43.17,0.81,22.89,2
1045,8.86,10.8,19.66,7.33,0.23,7.33,0
14414,1.18,4.25,2.36,1.48,0.73,1.97,0
7279,47.91,49.26,69.38,33.83,1.36,16.41,2
3015,5.12,19.76,18.94,11.1,0.69,3.68,0
514,7.47,13.59,13.38,7.71,0.56,10.99,0
2590,4.4,36.09,20.81,73.36,1.06,4.07,1
10998,24.49,34.19,50.75,13.46,1.18,1.14,1
11084,40.39,62.54,102.93,40.26,1.38,17.15,2
13820,2.0,6.98,5.33,3.68,1.13,3.1,0
12527,11.28,13.21,15.56,28.56,1.05,4.55,0
11832,11.31,33.33,29.31,30.17,0.3,10.81,1
9974,18.21,38.79,20.68,18.16,0.0,10.35,1
5580,7.44,19.57,20.43,16.98,0.99,10.2,0
11149,155.42,124.83,252.14,28.07,1.67,26.99,4
255,2.98,8.54,6.96,10.01,0.52,7.12,0
11740,26.7,49.76,47.75,51.64,1.16,9.56,2
5371,9.44,14.07,22.92,103.8,0.98,12.81,3
7720,8.42,17.45,17.77,31.61,0.77,16.21,1
10300,25.95,55.83,80.06,20.19,2.42,10.39,2
1055,10.29,5.21,10.99,6.2,0.37,3.71,0
6075,12.29,52.45,110.32,39.09,1.12,6.86,2
12269,8.77,28.67,22.2,10.55,1.23,5.74,0
6759,72.51,63.7,49.96,39.38,0.99,35.36,2
7168,49.3,55.49,71.09,36.59,1.55,17.74,2
12626,18.22,10.59,27.45,16.59,0.43,7.93,0
1390,17.22,10.09,27.31,12.99,0.56,20.51,0
13678,5.19,10.43,14.38,5.46,1.7,38.71,0
12236,7.31,20.99,16.82,28.02,1.04,4.73,0
9632,3.48,16.94,11.86,11.66,0.37,11.43,0
4310,35.84,13.38,35.43,35.96,1.03,7.56,1
14405,0.98,2.21,16.66,2.78,0.62,1.26,0
2516,16.44,43.04,26.42,26.4,1.59,4.42,1
9397,6.1,33.97,22.61,8.77,0.47,9.12,0
7794,6.94,1.3,6.75,3.38,1.29,3.53,0
10445,19.58,36.14,46.21,26.03,0.99,11.75,1
3031,10.77,24.71,28.58,14.78,0.9,3.7,0
4594,4.76,20.37,17.7,52.81,2.22,11.02,1
7385,26.16,53.92,53.14,28.45,1.28,18.9,2
1260,12.19,10.16,19.89,19.88,0.37,6.76,0
11366,6.97,15.32,22.21,11.51,0.44,2.37,0
678,2.67,12.02,8.66,12.43,0.72,15.53,0
13694,161.94,41.18,152.3,41.73,0.99,36.63,4
13247,67.8,36.17,88.72,23.86,1.97,40.02,2
3658,5.09,11.42,16.5,5.24,2.71,12.88,0
13342,34.42,2.79,27.34,21.37,2.51,62.82,0
8748,8.68,28.85,8.91,16.96,0.13,13.64,0
10831,3.28,11.82,12.98,18.51,0.6,11.39,0
12652,22.73,10.38,32.22,14.52,0.35,11.97,0
3051,8.05,16.14,20.57,9.22,0.88,5.36,0
5080,12.29,18.74,16.29,111.87,0.82,8.17,3
3265,3.05,13.48,14.79,16.57,0.71,5.3,0
8973,7.65,20.04,3.38,11.43,0.06,2.02,0
3328,16.43,51.52,40.76,21.55,1.48,11.75,1
13725,8.89,4.68,13.57,1.41,1.37,11.08,0
13337,23.12,2.17,19.31,19.71,2.49,53.34,0
12330,7.86,18.91,13.98,29.64,1.01,4.78,0
1812,3.3,9.42,8.69,20.84,1.27,1.74,0
5618,8.77,23.47,30.69,32.77,0.9,5.63,1
7407,15.97,32.32,31.79,25.6,1.03,8.0,1
12721,21.88,26.02,47.57,13.52,0.84,13.21,1
12619,26.43,13.12,39.55,13.69,0.31,8.02,0
11199,7.58,56.65,64.23,38.38,0.9,5.93,2
1258,11.42,10.8,16.89,19.43,0.38,6.95,0
5661,4.03,11.72,15.73,22.87,0.83,6.39,0
3202,7.82,32.2,33.89,12.05,1.0,6.81,1
4217,13.92,6.28,14.43,6.31,0.83,13.5,0
1363,11.12,11.53,20.3,30.37,0.39,11.45,0
2359,5.9,23.23,0.0,11.61,0.52,15.38,0
2335,5.28,27.93,0.0,31.55,0.44,5.81,0
12273,7.54,25.66,19.6,24.23,1.26,4.57,1
8979,7.17,34.37,1.84,10.82,0.04,6.6,0
2549,28.0,66.21,50.17,68.36,1.05,4.75,2
13807,1.89,12.03,7.88,4.04,1.24,3.64,0
5628,7.91,17.47,24.91,42.18,0.65,5.14,1
14373,1.32,4.33,2.43,1.57,0.68,0.83,0
2510,12.47,32.42,21.72,26.71,0.57,4.39,1
9970,7.24,14.84,7.71,13.65,0.0,13.97,0
2773,9.29,24.59,27.96,18.89,0.79,6.21,1
9188,4.43,32.39,20.82,13.99,0.78,6.42,0
6771,96.1,119.37,71.01,62.41,1.1,23.23,4
8379,15.49,21.0,34.72,8.95,1.4,11.16,0
10368,30.4,37.4,58.35,34.27,1.85,19.45,2
12736,23.24,52.54,75.78,16.51,1.17,10.58,2
8097,11.25,9.48,28.62,1.28,0.54,13.7,0
4652,9.27,17.24,19.25,23.58,1.99,18.24,0
3702,5.57,7.31,12.89,3.92,0.0,12.23,0
11546,48.61,66.46,114.34,29.58,0.88,14.99,2
212,5.12,9.93,9.48,9.06,0.54,8.34,0
4,7.09,0.36,9.73,28.41,0.48,4.63,0
10104,8.52,32.45,40.97,11.99,0.5,5.78,1
5221,8.25,20.36,15.28,38.81,0.81,6.21,1
13114,0.53,1.63,0.7,1.68,0.16,3.97,0
8737,9.99,46.49,13.6,47.49,0.21,40.3,1
5329,17.31,18.38,35.69,45.62,1.05,27.34,1
7268,61.02,63.7,89.54,42.99,1.76,24.75,2
14427,0.96,3.76,2.11,1.53,1.67,1.23,0
5839,10.69,8.54,18.79,90.66,0.71,5.87,3
3177,8.07,36.97,35.92,14.54,1.05,7.71,1
386,16.11,62.91,46.64,2.73,0.82,18.89,2
485,1.38,13.31,8.16,12.92,0.54,13.52,0
10327,28.55,42.12,57.28,23.52,1.44,19.89,2
5856,7.27,7.22,13.84,49.77,0.55,6.3,1
147,7.1,22.21,17.68,19.27,0.79,13.89,0
7909,39.03,26.61,92.58,18.56,1.21,25.51,2
8876,7.95,11.48,6.15,6.42,0.14,6.85,0
6100,10.02,33.21,113.43,30.92,0.83,12.69,2
3424,5.25,28.66,19.6,11.69,0.64,7.9,0
1569,8.17,17.37,21.64,11.05,15.98,24.91,0
7438,29.13,40.79,49.35,30.83,1.41,9.95,2
14435,0.75,3.28,1.95,1.54,0.68,1.32,0
11783,8.88,20.32,28.16,43.88,0.65,11.02,1
13138,0.76,2.47,1.11,2.5,0.2,6.64,0
4482,35.48,48.6,17.67,10.54,1.07,10.75,1
54,1.26,26.0,14.85,10.28,0.14,26.96,0
5756,5.08,17.87,22.7,87.78,0.53,6.74,3
2729,9.89,21.84,27.29,12.0,0.74,6.31,0
6372,72.12,80.4,126.06,37.83,2.08,35.7,4
3790,21.45,28.35,46.25,43.46,3.14,17.84,1
11360,7.54,18.01,23.81,11.33,0.49,3.5,0
13243,80.8,30.83,104.99,25.67,2.27,50.81,4
10292,43.49,50.46,81.95,21.28,1.44,11.34,2
8763,12.2,48.25,13.65,21.52,0.23,10.61,1
14554,17.56,23.43,26.66,8.48,1.47,8.54,0
10329,37.62,44.22,66.35,23.16,1.57,17.52,2
3963,5.28,10.73,6.95,76.43,1.78,1.08,1
2862,13.52,44.64,44.92,19.94,1.05,4.93,1
10552,5.9,13.91,17.29,26.05,0.64,8.87,0
8334,3.2,2.56,5.18,7.44,1.43,7.46,0
8128,29.74,14.17,64.0,3.83,0.87,9.82,2
13296,14.22,4.45,12.04,25.97,1.87,36.8,0
4679,13.38,10.73,18.11,25.7,1.89,14.96,0
13075,1.14,3.56,1.56,3.65,0.3,6.41,0
9855,8.88,24.68,19.21,10.92,0.57,7.04,0
4400,2.89,13.2,9.2,31.08,0.6,11.72,0
8339,1.31,1.17,1.92,7.42,0.78,5.37,0
654,2.74,6.1,5.55,6.38,0.34,26.08,0
9351,6.81,32.84,22.01,10.51,0.48,4.13,0
222,4.28,13.88,10.97,11.52,0.48,7.3,0
14306,0.77,4.06,2.77,3.73,0.7,2.74,0
10120,8.56,27.49,30.82,9.0,2.1,10.55,0
4200,18.72,5.25,17.25,6.51,0.83,12.05,0
8045,4.91,9.24,17.96,8.16,0.35,11.41,0
6857,20.33,34.73,3.26,42.56,1.28,9.69,1
10320,72.67,45.95,100.82,20.92,1.87,13.79,2
4434,8.83,12.63,13.41,4.28,1.16,7.14,0
4213,13.25,6.53,13.7,6.21,0.74,12.52,0
9510,3.62,29.76,18.56,12.4,0.51,8.56,0
7123,30.95,37.91,49.1,32.06,1.1,10.75,2
1860,1.46,6.81,4.75,12.63,1.48,2.05,0
12744,33.12,40.31,73.44,17.02,0.94,16.55,2
384,5.87,48.0,30.5,0.75,0.84,15.03,1
8216,61.04,12.98,114.13,16.12,1.71,13.16,2
12548,4.78,21.13,14.6,35.08,1.04,7.6,1
10948,2.13,29.53,31.65,3.68,0.38,1.22,0
12326,4.47,26.67,13.36,29.8,2.51,5.01,1
8067,15.77,11.55,38.26,7.24,0.57,11.96,0
933,8.73,28.78,37.51,3.81,1.37,3.44,0
422,3.6,50.62,29.86,20.78,0.96,23.87,1
9947,30.6,57.6,70.95,19.37,0.08,10.31,2
3023,9.06,21.17,23.29,12.13,0.71,3.44,0
14130,2.83,7.36,6.2,2.53,0.97,5.54,0
10954,4.36,29.82,33.96,1.65,0.39,1.63,0
10541,7.78,23.22,26.12,15.44,0.61,9.76,0
5719,10.06,13.83,22.12,19.52,0.86,5.4,0
7114,15.31,26.12,27.86,29.36,0.9,10.23,1
7068,13.24,31.63,31.3,34.11,0.84,11.13,1
6787,14.82,27.44,12.19,31.48,0.33,13.91,1
3242,4.07,22.19,23.19,11.55,0.92,6.97,0
6842,71.11,57.73,108.26,77.53,2.11,16.83,4
4567,4.21,15.22,16.17,57.02,2.68,11.19,1
12729,23.32,42.53,65.85,15.99,1.21,12.41,2
9468,3.77,37.89,23.07,14.67,0.52,9.8,1
12139,5.11,40.99,23.71,10.72,0.79,7.03,1
4749,7.33,8.39,13.35,122.67,1.36,3.41,3
3325,9.42,52.3,35.47,19.0,1.3,9.64,1
12428,31.42,81.37,58.51,5.25,1.24,16.29,2
10990,5.88,28.5,34.38,14.51,1.17,1.56,1
2563,4.58,29.62,14.41,72.53,0.71,2.78,1
8863,7.21,11.87,6.08,3.36,0.13,6.13,0
11769,10.31,37.62,30.55,44.14,0.8,15.91,1
2217,8.36,23.41,0.0,25.14,0.54,2.62,0
13136,0.77,2.43,1.05,2.5,0.67,6.85,0
5569,6.02,17.07,14.38,11.98,1.06,6.74,0
13082,1.14,3.54,1.55,3.65,0.31,6.81,0
9496,3.57,40.49,24.28,15.37,0.74,9.55,1
6530,33.0,78.18,84.42,50.14,1.3,13.68,2
11926,15.25,28.61,23.99,29.31,1.14,6.17,1
8450,5.41,10.58,14.63,10.57,1.12,6.51,0
8729,13.26,46.37,15.73,26.52,0.28,29.72,1
7719,9.6,18.68,19.91,28.65,0.75,12.76,1
13448,27.43,11.36,25.68,7.27,3.05,28.25,0
14258,0.93,10.87,6.31,5.26,0.92,7.43,0
3596,9.05,14.05,22.91,12.42,3.38,13.08,0
6561,158.66,131.92,69.68,88.02,2.23,25.93,4
8954,1.24,11.81,2.95,10.65,0.26,5.12,0
898,76.45,47.59,124.04,13.14,1.87,11.0,4
9156,4.45,39.3,24.29,16.81,0.75,7.55,1
10065,10.23,34.22,40.25,16.37,0.67,8.62,1
11630,15.79,34.36,32.38,6.59,0.78,8.82,1
587,2.11,26.44,15.85,3.85,0.57,19.96,0
9501,4.29,35.96,22.45,16.27,0.59,6.48,1
5830,9.01,14.62,23.07,44.53,0.69,19.12,1
3481,1.63,10.67,7.09,24.4,0.37,12.27,0
8892,7.22,18.87,10.08,5.48,0.21,5.04,0
9378,7.06,56.72,34.75,10.92,0.67,20.32,1
13597,18.25,10.2,28.45,7.09,2.12,39.72,0
10012,36.15,35.06,55.53,42.02,0.46,14.81,2
5786,7.78,12.32,19.86,44.81,0.65,19.88,1
3360,7.93,49.62,32.84,18.02,1.22,33.53,1
12368,17.91,34.97,32.95,41.7,1.08,4.56,1
9918,31.07,36.99,60.91,30.4,1.02,8.3,2
8957,16.68,22.44,11.72,11.28,0.66,10.46,0
5250,9.6,21.3,16.76,51.1,0.82,11.13,1
8822,4.44,51.56,15.38,25.27,0.13,8.43,1
13993,3.05,12.44,9.09,4.38,0.77,6.43,0
10609,10.34,21.14,28.3,46.56,0.72,11.59,1
6516,38.6,86.2,94.51,28.66,1.3,16.12,2
4341,8.84,17.82,16.43,53.71,0.65,11.05,1
9627,3.66,15.18,10.9,20.31,0.46,5.97,0
12624,23.37,12.72,33.95,15.65,0.46,7.7,0
9968,6.87,15.56,6.9,18.2,0.0,13.63,0
4058,22.04,20.33,30.93,44.48,0.74,16.09,1
522,3.09,9.93,7.87,5.76,0.49,10.38,0
11813,23.57,60.3,47.29,30.05,0.49,13.52,2
4338,9.04,16.27,15.75,56.93,0.61,9.63,1
9511,3.8,32.58,20.25,12.85,0.54,9.78,0
3674,7.18,10.79,17.98,5.82,2.14,13.03,0
13621,27.14,9.28,33.54,7.6,1.04,20.9,0
3139,14.0,27.81,31.57,13.63,1.11,6.03,1
14432,0.85,2.71,1.67,1.5,0.65,1.09,0
9498,3.97,37.75,22.57,16.4,0.81,7.18,1
4005,11.95,7.12,15.97,43.87,1.98,9.08,1
7659,27.87,46.76,52.38,39.61,1.22,18.24,2
11431,20.42,41.4,61.7,12.43,0.99,6.64,2
10942,4.46,38.39,43.04,6.52,1.42,1.31,1
3286,2.71,11.24,13.01,10.71,0.79,5.86,0
1119,27.51,26.32,53.83,24.88,0.0,5.77,1
3075,5.23,19.29,17.87,13.18,0.81,5.24,0
8206,69.18,11.13,125.47,27.33,2.16,13.43,4
3841,19.36,26.05,36.02,85.46,2.78,8.74,3
3725,14.71,19.83,26.35,16.29,0.34,13.42,0
3479,1.6,15.64,9.71,16.45,0.55,12.88,0
12649,18.39,10.06,27.72,12.42,0.58,9.6,0
215,2.87,5.94,5.57,7.82,0.4,7.31,0
10648,5.6,43.9,39.29,51.08,0.85,10.39,1
9486,3.39,36.09,21.62,14.37,0.57,7.62,1
13637,39.83,0.86,40.64,8.4,1.0,2.39,0
4814,7.22,12.49,13.24,136.56,1.44,4.48,3
2528,11.58,29.82,22.24,26.93,0.75,3.15,1
10728,18.39,47.46,56.52,47.18,0.91,13.05,2
3352,25.39,49.59,47.02,19.67,1.25,11.55,2
4511,9.4,18.34,13.71,9.6,3.87,4.7,0
6818,64.5,57.27,96.0,65.81,1.94,18.74,2
1874,7.05,26.64,27.06,32.33,2.18,4.3,1
10213,8.99,19.6,25.37,14.62,0.74,10.39,0
2323,9.79,41.21,0.0,26.81,0.68,2.79,1
7592,40.57,60.58,66.4,58.04,2.16,9.92,2
1670,7.24,17.71,22.68,11.4,1.34,8.34,0
12740,25.47,42.15,67.69,18.22,1.08,16.27,2
11895,9.58,32.87,24.72,36.79,0.94,8.24,1
6714,39.61,67.13,39.78,59.04,0.3,17.21,2
13808,1.94,11.58,7.73,4.0,1.11,4.55,0
10076,5.06,26.69,31.74,21.56,0.72,9.94,1
3799,11.81,18.37,27.14,41.3,3.01,14.57,1
6917,37.45,46.48,72.84,50.89,1.21,10.25,2
9975,14.66,27.05,15.07,13.97,0.0,11.87,0
4957,4.58,11.22,12.56,108.71,1.08,4.08,3
8978,7.74,48.16,1.55,13.04,0.03,9.07,0
13338,44.6,2.21,34.8,26.69,2.45,58.6,1
4731,5.56,7.91,11.45,135.17,1.81,5.28,3
2741,16.33,42.16,46.05,20.09,1.06,5.81,1
12903,19.81,22.25,39.17,45.5,1.2,8.66,1
10134,5.46,29.36,28.58,11.97,0.85,10.39,0
14347,1.84,5.31,3.06,2.45,0.88,3.69,0
3219,4.56,24.85,26.87,12.05,1.0,6.25,0
2713,12.05,20.76,27.91,13.57,0.76,6.27,0
14223,2.65,11.29,7.38,5.5,4.56,15.98,0
2030,4.08,32.02,18.21,16.71,0.55,4.58,0
14148,2.79,7.11,6.03,2.83,1.02,5.91,0
8160,27.69,10.73,56.97,11.89,0.83,10.76,1
492,18.77,24.64,28.36,13.1,0.53,14.5,0
6321,28.05,60.47,79.02,39.42,1.36,16.6,2
667,3.71,12.43,9.71,14.64,0.62,11.3,0
6479,30.9,43.49,73.1,31.35,1.53,7.77,2
6339,85.62,88.44,138.71,39.36,2.18,24.44,4
4759,9.27,20.86,28.89,236.87,0.94,1.74,3
14586,8.19,17.5,15.92,13.76,0.85,8.36,0
8942,7.19,10.5,5.22,3.21,0.05,4.24,0
2659,23.38,16.8,29.13,19.74,0.79,7.52,0
14605,9.63,21.07,19.01,11.88,1.06,7.8,0
2731,14.12,30.1,38.3,12.67,0.74,7.29,1
6235,82.24,93.99,134.24,61.29,2.74,21.72,4
10971,6.68,27.42,34.09,6.78,0.77,1.51,0
3025,8.35,19.08,21.33,11.74,0.61,3.57,0
4692,32.03,21.5,37.11,25.89,2.61,10.78,1
13769,15.91,12.44,15.51,7.1,1.36,73.67,0
8400,6.98,12.44,17.93,10.46,0.94,8.45,0
9786,13.05,42.49,30.97,17.71,0.57,14.43,1
10306,46.15,47.14,77.97,21.08,1.96,9.88,2
6849,24.67,45.83,39.33,36.04,1.49,18.17,1
1057,10.62,4.83,7.46,6.71,0.13,3.45,0
14544,8.13,18.38,16.26,11.36,1.13,9.27,0
10678,11.09,48.35,51.7,47.02,0.91,13.15,1
6248,136.41,136.15,180.15,163.07,11.45,23.64,4
9689,6.8,23.98,15.72,12.66,0.57,5.21,0
283,5.71,16.26,13.39,15.6,0.47,11.83,0
10723,7.85,34.88,36.53,31.05,0.85,11.06,1
8730,15.75,46.97,15.11,27.44,0.24,33.86,1
11684,11.0,59.21,40.24,58.07,0.82,11.19,1
39,11.44,0.11,15.2,19.03,0.22,6.4,0
4942,6.9,12.64,12.35,102.51,0.94,4.08,3
8409,5.14,14.89,18.53,10.38,1.26,17.09,0
13478,60.92,15.44,31.38,16.99,1.41,25.18,1
7298,37.55,48.87,60.61,30.2,1.17,15.81,2
14648,8.31,15.07,15.69,8.02,0.84,6.27,0
13806,2.04,6.54,5.13,4.03,1.05,4.12,0
1142,20.97,27.03,34.54,13.25,0.0,6.01,1
152,19.66,26.29,30.06,14.03,0.81,9.68,1
9152,5.22,35.18,22.78,17.25,0.61,9.98,1
13078,1.12,3.55,1.58,3.65,0.43,6.5,0
884,26.51,28.37,54.2,30.33,1.89,5.71,1
13389,25.62,4.38,37.14,13.68,0.04,20.63,0
12700,21.2,32.7,53.9,14.9,0.98,13.2,1
